"delivery_date","hour_ending","settlement_point","qse_name","energy_only_offer_mw1","energy_only_offer_price1","energy_only_offer_mw2","energy_only_offer_price2","energy_only_offer_mw3","energy_only_offer_price3","energy_only_offer_mw4","energy_only_offer_price4","energy_only_offer_mw5","energy_only_offer_price5","energy_only_offer_mw6","energy_only_offer_price6","energy_only_offer_mw7","energy_only_offer_price7","energy_only_offer_mw8","energy_only_offer_price8","energy_only_offer_mw9","energy_only_offer_price9","energy_only_offer_mw10","energy_only_offer_price10","energy_only_offer_id","multi_hour_block_indicator","block/curve_indicator","p_posted_date"
"2024-10-02","9","LOS_LOSTPGT1","QMAGE","1.0","18.67",,,,,,,,,,,,,,,,,,,"1018781","N","V","2024-12-01"
"2024-10-02","9","LOS_LOSTPGT2","QMAGE","1.0","18.67",,,,,,,,,,,,,,,,,,,"1018782","N","V","2024-12-01"
"2024-10-02","9","LV1A_LV1B","QGRIEQ","12.1","14.24",,,,,,,,,,,,,,,,,,,"o9yu0s","N","C","2024-12-01"
"2024-10-02","9","LV1A_LV1B","QQDTT","1.0","11.09","1.0","12.2","1.0","13.31",,,,,,,,,,,,,,,"1293-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","LV5_UNIT1","QGRIEQ","4.8","14.31",,,,,,,,,,,,,,,,,,,"026nsn","N","C","2024-12-01"
"2024-10-02","9","LZ_AEN","QQDTT","1.0","13.05","1.0","14.36","1.0","15.66",,,,,,,,,,,,,,,"1305-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","LZ_AEN","QSPANS","5.0","13.45",,,,,,,,,,,,,,,,,,,"1539283","N","V","2024-12-01"
"2024-10-02","9","LZ_CPS","QHALIA","9.9","0.0",,,,,,,,,,,,,,,,,,,"021024bWT_a","N","F","2024-12-01"
"2024-10-02","9","LZ_CPS","QSPANS","5.0","13.46",,,,,,,,,,,,,,,,,,,"1539284","N","V","2024-12-01"
"2024-10-02","9","LZ_CPS","QSTAR","1.3","17.7",,,,,,,,,,,,,,,,,,,"124","N","V","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QAFFOR","15.0","10.94",,,,,,,,,,,,,,,,,,,"ETAFYO3","N","V","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QBPEC6","17.2","15.0",,,,,,,,,,,,,,,,,,,"AutoGen","N","F","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QCALP3","47.0","0.01",,,,,,,,,,,,,,,,,,,"000028","N","V","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QHALIA","9.9","0.0",,,,,,,,,,,,,,,,,,,"021024bWU_a","N","F","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QMACQ","1.0","1900.0",,,,,,,,,,,,,,,,,,,"RF28","N","V","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QMP2E2","14.4","2.0",,,,,,,,,,,,,,,,,,,"uploader","N","C","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QMP2E6","18.6","2.0",,,,,,,,,,,,,,,,,,,"uploader","N","C","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QRHYTH","38.0","3.78",,,,,,,,,,,,,,,,,,,"Offer1","N","V","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QSPANS","5.0","13.76",,,,,,,,,,,,,,,,,,,"1539285","N","V","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QTENSK","10.0","23.77",,,,,,,,,,,,,,,,,,,"Fengate_2","N","V","2024-12-01"
"2024-10-02","9","LZ_HOUSTON","QTENSK","40.0","21.62",,,,,,,,,,,,,,,,,,,"Fengate_1","N","V","2024-12-01"
"2024-10-02","9","LZ_LCRA","QGRIEQ","45.9","15.22",,,,,,,,,,,,,,,,,,,"78fpr1","N","C","2024-12-01"
"2024-10-02","9","LZ_LCRA","QQDTT","1.0","12.96","1.0","14.25","1.0","15.55",,,,,,,,,,,,,,,"1319-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","LZ_NORTH","QAFFOR","33.0","11.04",,,,,,,,,,,,,,,,,,,"ETAFYO5","N","V","2024-12-01"
"2024-10-02","9","LZ_NORTH","QALTRE","80.0","1.0",,,,,,,,,,,,,,,,,,,"123456","N","V","2024-12-01"
"2024-10-02","9","LZ_NORTH","QBARTL","2.6","0.0",,,,,,,,,,,,,,,,,,,"NLZ","N","V","2024-12-01"
"2024-10-02","9","LZ_NORTH","QBPEC6","21.9","15.0",,,,,,,,,,,,,,,,,,,"AutoGen","N","F","2024-12-01"
"2024-10-02","9","LZ_NORTH","QCALP3","53.0","0.01",,,,,,,,,,,,,,,,,,,"000029","N","V","2024-12-01"
"2024-10-02","9","LZ_NORTH","QCITAD","108.0","10.0",,,,,,,,,,,,,,,,,,,"105427","N","F","2024-12-01"
"2024-10-02","9","LZ_NORTH","QDANSK","49.1","-25.0",,,,,,,,,,,,,,,,,,,"241002LZNo_t","N","C","2024-12-01"
"2024-10-02","9","LZ_NORTH","QEXEL4","18.7","0.0",,,,,,,,,,,,,,,,,,,"455669","N","F","2024-12-01"
"2024-10-02","9","LZ_NORTH","QIRONH","22.9","5.0",,,,,,,,,,,,,,,,,,,"1002N","N","F","2024-12-01"
"2024-10-02","9","LZ_NORTH","QMACQ","1.0","1900.0",,,,,,,,,,,,,,,,,,,"RF28","N","V","2024-12-01"
"2024-10-02","9","LZ_NORTH","QMP2E2","23.8","2.0",,,,,,,,,,,,,,,,,,,"uploader","N","C","2024-12-01"
"2024-10-02","9","LZ_NORTH","QMP2E6","48.0","2.0",,,,,,,,,,,,,,,,,,,"uploader","N","C","2024-12-01"
"2024-10-02","9","LZ_NORTH","QRHYTH","21.0","3.78",,,,,,,,,,,,,,,,,,,"Offer1","N","V","2024-12-01"
"2024-10-02","9","LZ_NORTH","QSPANS","4.0","11.65",,,,,,,,,,,,,,,,,,,"1539286","N","V","2024-12-01"
"2024-10-02","9","LZ_NORTH","QSPARK","1.0","1.0",,,,,,,,,,,,,,,,,,,"IW-5de09ecd1","N","V","2024-12-01"
"2024-10-02","9","LZ_RAYBN","QHALIA","9.9","0.0",,,,,,,,,,,,,,,,,,,"021024bWX_a","N","F","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QAFFOR","18.0","10.61",,,,,,,,,,,,,,,,,,,"ETAFYO7","N","V","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QBARTL","1.0","0.0",,,,,,,,,,,,,,,,,,,"SLZ","N","V","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QBPEC6","6.6","15.0",,,,,,,,,,,,,,,,,,,"AutoGen","N","F","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QCALP","100.0","31.31",,,,,,,,,,,,,,,,,,,"000047","Y","V","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QCALP","100.0","38.38",,,,,,,,,,,,,,,,,,,"000048","Y","V","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QCALP3","4.0","0.01",,,,,,,,,,,,,,,,,,,"000030","N","V","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QMACQ","1.0","1900.0",,,,,,,,,,,,,,,,,,,"RF28","N","V","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QMP2E2","4.3","2.0",,,,,,,,,,,,,,,,,,,"uploader","N","C","2024-12-01"
"2024-10-02","9","LZ_SOUTH","QSPANS","8.0","15.39",,,,,,,,,,,,,,,,,,,"1539287","N","V","2024-12-01"
"2024-10-02","9","LZ_WEST","QAFFOR","9.0","11.49",,,,,,,,,,,,,,,,,,,"ETAFYO9","N","V","2024-12-01"
"2024-10-02","9","LZ_WEST","QCALP3","10.0","0.01",,,,,,,,,,,,,,,,,,,"000031","N","V","2024-12-01"
"2024-10-02","9","LZ_WEST","QGRIEQ","49.9","17.47",,,,,,,,,,,,,,,,,,,"tzen1i","N","C","2024-12-01"
"2024-10-02","9","LZ_WEST","QHALIA","9.9","0.0",,,,,,,,,,,,,,,,,,,"021024bWZ_a","N","F","2024-12-01"
"2024-10-02","9","LZ_WEST","QMACE1","6.0","-10.94",,,,,,,,,,,,,,,,,,,"dlb94","N","V","2024-12-01"
"2024-10-02","9","LZ_WEST","QMACQ","1.0","1900.0",,,,,,,,,,,,,,,,,,,"RF28","N","V","2024-12-01"
"2024-10-02","9","LZ_WEST","QMP2E6","1.0","2.0",,,,,,,,,,,,,,,,,,,"uploader","N","C","2024-12-01"
"2024-10-02","9","LZ_WEST","QQDTT","1.0","16.19","1.0","17.81","1.0","19.43",,,,,,,,,,,,,,,"1329-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","LZ_WEST","QRHYTH","6.0","3.78",,,,,,,,,,,,,,,,,,,"Offer1","N","V","2024-12-01"
"2024-10-02","9","LZ_WEST","QSPANS","6.0","16.1",,,,,,,,,,,,,,,,,,,"1539288","N","V","2024-12-01"
"2024-10-02","9","MAND_SLR_RN","QTENSK","99.8","-2.0","99.9","17.17","100.0","19.51","100.1","22.35","100.2","34.04",,,,,,,,,,,"MAND_SLR_RN","N","C","2024-12-01"
"2024-10-02","9","MARBFA","QGRIEQ","3.8","15.22",,,,,,,,,,,,,,,,,,,"4vcoc3","N","C","2024-12-01"
"2024-10-02","9","MARBFA","QQDTT","1.0","11.86","1.0","13.05","1.0","14.24",,,,,,,,,,,,,,,"1345-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","MARIAH_ALL","QAMTRA","1.0","-10.0",,,,,,,,,,,,,,,,,,,"100","N","C","2024-12-01"
"2024-10-02","9","MARIAH_ALL","QBHER","37.0","0.01",,,,,,,,,,,,,,,,,,,"BHER20241001","N","V","2024-12-01"
"2024-10-02","9","MARIAH_ALL","QCORIO","16.7","30.0",,,,,,,,,,,,,,,,,,,"122802","N","V","2024-12-01"
"2024-10-02","9","MARIAH_ALL","QDARBY","4.0","5.0",,,,,,,,,,,,,,,,,,,"T0048","N","V","2024-12-01"
"2024-10-02","9","MARIAH_ALL","QENEL4","20.0","5.0",,,,,,,,,,,,,,,,,,,"yw1002","N","C","2024-12-01"
"2024-10-02","9","MARIAH_ALL","QGRIEQ","8.4","-7.4",,,,,,,,,,,,,,,,,,,"i9kclr","N","C","2024-12-01"
"2024-10-02","9","MARIAH_ALL","QHEBER","1.6","8.3",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","9","MAR_MARSFOG2","QQDTT","1.0","13.01","1.0","14.31","1.0","15.62",,,,,,,,,,,,,,,"1355-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","MAR_MARSFOG3","QQDTT","1.0","13.0","1.0","14.3","1.0","15.6",,,,,,,,,,,,,,,"1361-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","MASSENGL_G6","QNABLA","1.4","-40.79",,,,,,,,,,,,,,,,,,,"t311881","N","V","2024-12-01"
"2024-10-02","9","MASSENGL_G7","QNABLA","1.4","-40.79",,,,,,,,,,,,,,,,,,,"t311882","N","V","2024-12-01"
"2024-10-02","9","MASSENGL_G8","QNABLA","1.4","-40.79",,,,,,,,,,,,,,,,,,,"t311883","N","V","2024-12-01"
"2024-10-02","9","MAVCRK_W_ALL","QALGON","10.6","0.0",,,,,,,,,,,,,,,,,,,"241002LIMA1","N","V","2024-12-01"
"2024-10-02","9","MAVCRK_W_ALL","QALGON","11.6","22.73",,,,,,,,,,,,,,,,,,,"241002LIMA3","N","V","2024-12-01"
"2024-10-02","9","MAVCRK_W_ALL","QALGON","4.9","18.63",,,,,,,,,,,,,,,,,,,"241002LIMA2","N","V","2024-12-01"
"2024-10-02","9","MCDLD_FCSBW1","QAUROR","4.2","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","9","MCDLD_FCSBW1","QGRIEQ","11.0","17.03",,,,,,,,,,,,,,,,,,,"jds4by","N","C","2024-12-01"
"2024-10-02","9","MCDLD_FCSBW1","QQDTT","1.0","20.11","1.0","22.12","1.0","24.13",,,,,,,,,,,,,,,"1399-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","MCLNSLR_RN","QMAGE","1.0","35.0",,,,,,,,,,,,,,,,,,,"1019067","N","V","2024-12-01"
"2024-10-02","9","MCLNSLR_RN","QQDTT","1.0","13.58","1.0","14.94","1.0","16.29",,,,,,,,,,,,,,,"1405-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","MERCURY_ALL","QFPL25","19.8","-38.75",,,,,,,,,,,,,,,,,,,"MER1","N","V","2024-12-01"
"2024-10-02","9","MESQCRK_ALL","QHEBER","9.4","21.0",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","9","MESQCRK_ALL","QTRREN","6.8","52.13",,,,,,,,,,,,,,,,,,,"222853136","N","V","2024-12-01"
"2024-10-02","9","MESQCRK_ALL","QTRREN","6.8","54.28",,,,,,,,,,,,,,,,,,,"222853133","N","V","2024-12-01"
"2024-10-02","9","MESQCRK_ALL","QTRREN","6.8","56.35",,,,,,,,,,,,,,,,,,,"222853135","N","V","2024-12-01"
"2024-10-02","9","MESQCRK_ALL","QTRREN","6.8","58.43",,,,,,,,,,,,,,,,,,,"222853134","N","V","2024-12-01"
"2024-10-02","9","MGSES_CT123","QGRIEQ","14.8","17.03",,,,,,,,,,,,,,,,,,,"631e1v","N","C","2024-12-01"
"2024-10-02","9","MGSES_CT456","QGRIEQ","14.7","17.03",,,,,,,,,,,,,,,,,,,"xt1u3c","N","C","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QAURO1","0.2","-7.69","0.2","4999.0","1.0","5000.0",,,,,,,,,,,,,,,"a305e3be-c38","N","C","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QDARBY","4.0","5.0",,,,,,,,,,,,,,,,,,,"T0053","N","V","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QGRIEQ","9.8","-7.4",,,,,,,,,,,,,,,,,,,"igdjb1","N","C","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QHEBER","1.9","8.3",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QMIAMI","35.8","0.0",,,,,,,,,,,,,,,,,,,"MIA_EOO","N","C","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QTRREN","14.8","24.97",,,,,,,,,,,,,,,,,,,"222853140","N","V","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QTRREN","14.8","27.09",,,,,,,,,,,,,,,,,,,"222853138","N","V","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QTRREN","14.8","29.12",,,,,,,,,,,,,,,,,,,"222853137","N","V","2024-12-01"
"2024-10-02","9","MIAM1_G1_G2","QTRREN","14.8","31.31",,,,,,,,,,,,,,,,,,,"222853139","N","V","2024-12-01"
"2024-10-02","9","MIRAGE_G1","QQDTT","1.0","13.05","1.0","14.35","1.0","15.66",,,,,,,,,,,,,,,"1468-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","MIRASOLE_GEN","QTHORD","2.0","5.0",,,,,,,,,,,,,,,,,,,"11","N","V","2024-12-01"
"2024-10-02","9","MISAE_GEN_RN","QAURO1","0.2","2.63","0.2","4999.0","1.0","5000.0",,,,,,,,,,,,,,,"a305e3be-c38","N","C","2024-12-01"
"2024-10-02","9","MISAE_GEN_RN","QGRIEQ","8.8","-7.4",,,,,,,,,,,,,,,,,,,"98its4","N","C","2024-12-01"
"2024-10-02","9","MISAE_GEN_RN","QHEBER","1.7","8.3",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","9","MOZART_WIND1","QTHORD","5.0","5.0",,,,,,,,,,,,,,,,,,,"11","N","V","2024-12-01"
"2024-10-02","9","MUSTNGCK_ALL","QQDTT","1.0","12.83","1.0","14.11","1.0","15.39",,,,,,,,,,,,,,,"1496-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","MWEC_G1","QAUROR","8.4","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","9","MWEC_G1","QGRIEQ","1.1","15.69",,,,,,,,,,,,,,,,,,,"nzvder","N","C","2024-12-01"
"2024-10-02","9","MWEC_G1","QMAGE","1.0","14.26",,,,,,,,,,,,,,,,,,,"1019080","N","V","2024-12-01"
"2024-10-02","9","MWEC_G1","QTRREN","1.6","3.46",,,,,,,,,,,,,,,,,,,"222853144","N","V","2024-12-01"
"2024-10-02","9","MWEC_G1","QTRREN","1.6","5.52",,,,,,,,,,,,,,,,,,,"222853141","N","V","2024-12-01"
"2024-10-02","9","MWEC_G1","QTRREN","1.6","7.66",,,,,,,,,,,,,,,,,,,"222853142","N","V","2024-12-01"
"2024-10-02","9","MWEC_G1","QTRREN","1.6","9.75",,,,,,,,,,,,,,,,,,,"222853143","N","V","2024-12-01"
"2024-10-02","9","NACPW_UNIT1","QGRAN3","13.6","27.67",,,,,,,,,,,,,,,,,,,"RhXWRYvacy","N","V","2024-12-01"
"2024-10-02","9","NBOHR_RN","QGRIEQ","20.3","17.03",,,,,,,,,,,,,,,,,,,"uw3x6r","N","C","2024-12-01"
"2024-10-02","9","NBOHR_RN","QQDTT","1.0","13.56","1.0","14.92","1.0","16.28",,,,,,,,,,,,,,,"1515-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","NBOHR_RN","QTHORD","5.0","0.0",,,,,,,,,,,,,,,,,,,"11","N","V","2024-12-01"
"2024-10-02","9","NCARBIDE_1_7","QGRIEQ","8.5","15.0",,,,,,,,,,,,,,,,,,,"nfd84h","N","C","2024-12-01"
"2024-10-02","9","NCARBID_PUN1","QQDTT","1.0","12.92","1.0","14.21","1.0","15.5",,,,,,,,,,,,,,,"1520-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","NEBULA_RN","QQDTT","1.0","11.1","1.0","12.21","1.0","13.32",,,,,,,,,,,,,,,"1526-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","NF_BRP_RN","QAUROR","8.4","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","9","NF_BRP_RN","QQDTT","1.0","12.71","1.0","13.98","1.0","15.25",,,,,,,,,,,,,,,"1540-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","NOBLESLR_ALL","QNGREN","1.0","0.01","1.1","0.87","7.0","0.88",,,,,,,,,,,,,,,"Sep24Noble","N","C","2024-12-01"
"2024-10-02","9","NUE_NUECESG7","QQDTT","1.0","12.45","1.0","13.7","1.0","14.94",,,,,,,,,,,,,,,"1556-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","NUE_NUECESG8","QQDTT","1.0","12.46","1.0","13.71","1.0","14.95",,,,,,,,,,,,,,,"1567-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","NUE_NUECESG9","QQDTT","1.0","12.46","1.0","13.71","1.0","14.95",,,,,,,,,,,,,,,"1577-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","NWF_NWF1","QQDTT","1.0","16.36","1.0","18.0","1.0","19.63",,,,,,,,,,,,,,,"1591-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","OBERON_U1","QQDTT","1.0","15.28","1.0","16.81","1.0","18.34",,,,,,,,,,,,,,,"1603-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","ODESW_RN","QQDTT","1.0","14.38","1.0","15.82","1.0","17.26",,,,,,,,,,,,,,,"1608-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","OECCS_1","QLUMN","540.0","5.25",,,,,,,,,,,,,,,,,,,"ODS1","Y","V","2024-12-01"
"2024-10-02","9","OECCS_2","QLUMN","207.0","130.0",,,,,,,,,,,,,,,,,,,"CYP001","N","C","2024-12-01"
"2024-10-02","9","OECCS_2","QLUMN","330.0","5.25",,,,,,,,,,,,,,,,,,,"ODS2","Y","V","2024-12-01"
"2024-10-02","9","OGSES_1","QQDTT","1.0","12.81","1.0","14.09","1.0","15.37",,,,,,,,,,,,,,,"1611-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","OGSES_2","QQDTT","1.0","12.81","1.0","14.09","1.0","15.37",,,,,,,,,,,,,,,"1617-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","OWF_OWF","QGRIEQ","3.1","17.03",,,,,,,,,,,,,,,,,,,"vrvkbv","N","C","2024-12-01"
"2024-10-02","9","OWF_OWF","QQDTT","1.0","18.31","1.0","20.14","1.0","21.97",,,,,,,,,,,,,,,"1629-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","OXY_OXY_CCG1","QQDTT","1.0","13.12","1.0","14.43","1.0","15.74",,,,,,,,,,,,,,,"1633-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","OXY_PUN2","QQDTT","1.0","13.12","1.0","14.43","1.0","15.74",,,,,,,,,,,,,,,"1643-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PALE_ESS_EN","QNABLA","1.4","-13.48",,,,,,,,,,,,,,,,,,,"t311880","N","V","2024-12-01"
"2024-10-02","9","PALMWI_UNIT1","QQDTT","1.0","10.61","1.0","11.67","1.0","12.74",,,,,,,,,,,,,,,"1651-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PALMWI_UNIT1","QTENSK","0.0","-0.01","3.1","0.0",,,,,,,,,,,,,,,,,"SAMLAP_VO29","N","C","2024-12-01"
"2024-10-02","9","PANDA_T1_CT1","QMAGE","1.0","35.0",,,,,,,,,,,,,,,,,,,"1018992","N","V","2024-12-01"
"2024-10-02","9","PANDA_T1_CT1","QMAGE","1.0","40.0",,,,,,,,,,,,,,,,,,,"1018993","N","V","2024-12-01"
"2024-10-02","9","PANDA_T1_CT1","QMAGE","1.0","40.01",,,,,,,,,,,,,,,,,,,"1018994","N","V","2024-12-01"
"2024-10-02","9","PANDA_T1_CT1","QMAGE","1.0","60.0",,,,,,,,,,,,,,,,,,,"1018995","N","V","2024-12-01"
"2024-10-02","9","PANDA_T1_CT1","QMAGE","1.0","60.01",,,,,,,,,,,,,,,,,,,"1018996","N","V","2024-12-01"
"2024-10-02","9","PAP1_PAP1","QQDTT","1.0","12.69","1.0","13.95","1.0","15.22",,,,,,,,,,,,,,,"1666-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PAVLOV_BT_RN","QPATTE","0.0","21.99","1.0","22.0","3.0","24.5","5.0","27.0",,,,,,,,,,,,,"24102spx32","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT1","QGRIEQ","9.2","17.46",,,,,,,,,,,,,,,,,,,"sa8mf3","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT1","QQDTT","1.0","18.45","1.0","20.3","1.0","22.14",,,,,,,,,,,,,,,"1676-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT2","QGRIEQ","9.3","17.46",,,,,,,,,,,,,,,,,,,"rmqc0z","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT3","QGRIEQ","9.1","17.46",,,,,,,,,,,,,,,,,,,"kjyl8x","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT3","QLUMN","70.0","34.0",,,,,,,,,,,,,,,,,,,"PRM3","Y","V","2024-12-01"
"2024-10-02","9","PB2SES_CT4","QGRIEQ","9.0","17.46",,,,,,,,,,,,,,,,,,,"7w5xax","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT4","QQDTT","1.0","18.45","1.0","20.3","1.0","22.14",,,,,,,,,,,,,,,"1706-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT5","QGRIEQ","9.4","17.46",,,,,,,,,,,,,,,,,,,"662dzp","N","C","2024-12-01"
"2024-10-02","9","PB2SES_CT5","QLUMN","30.0","57.0",,,,,,,,,,,,,,,,,,,"PRM51","Y","V","2024-12-01"
"2024-10-02","9","PB2SES_CT5","QLUMN","40.0","44.99",,,,,,,,,,,,,,,,,,,"PRM5","Y","V","2024-12-01"
"2024-10-02","9","PB2SES_CT5","QQDTT","1.0","18.45","1.0","20.3","1.0","22.14",,,,,,,,,,,,,,,"1716-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PEARSA_1_24","QQDTT","1.0","13.42","1.0","14.76","1.0","16.1",,,,,,,,,,,,,,,"1722-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PENA_ALL","QQDTT","1.0","11.51","1.0","12.67","1.0","13.82",,,,,,,,,,,,,,,"1727-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PENA_ALL","QSTEC","0.0","0.0","3.0","0.01",,,,,,,,,,,,,,,,,"100224","N","C","2024-12-01"
"2024-10-02","9","PH1_UNIT1_2","QAURO1","0.2","-9.95","0.2","4999.0","1.0","5000.0",,,,,,,,,,,,,,,"a305e3be-c38","N","C","2024-12-01"
"2024-10-02","9","PH1_UNIT1_2","QDARBY","3.0","5.0",,,,,,,,,,,,,,,,,,,"T0057","N","V","2024-12-01"
"2024-10-02","9","PH1_UNIT1_2","QGRIEQ","7.7","-7.4",,,,,,,,,,,,,,,,,,,"aj3eye","N","C","2024-12-01"
"2024-10-02","9","PH1_UNIT1_2","QHEBER","1.5","8.3",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","9","PH2_U1_U2","QDARBY","4.0","5.0",,,,,,,,,,,,,,,,,,,"T0058","N","V","2024-12-01"
"2024-10-02","9","PH2_U1_U2","QGRIEQ","6.9","-7.4",,,,,,,,,,,,,,,,,,,"bryy7p","N","C","2024-12-01"
"2024-10-02","9","PH2_U1_U2","QHEBER","1.3","8.3",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","9","PH2_U1_U2","QTHORD","10.0","20.2",,,,,,,,,,,,,,,,,,,"11","N","V","2024-12-01"
"2024-10-02","9","PHILLWND_ALL","QMAGE","1.0","17.18",,,,,,,,,,,,,,,,,,,"1019083","N","V","2024-12-01"
"2024-10-02","9","PHOEBE_ALL","QGRIEQ","25.3","17.46",,,,,,,,,,,,,,,,,,,"yencud","N","C","2024-12-01"
"2024-10-02","9","PHOEBE_ALL","QQDTT","1.0","16.87","1.0","18.56","1.0","20.24",,,,,,,,,,,,,,,"1738-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PHOEBE_ALL","QTHORD","5.0","11.0",,,,,,,,,,,,,,,,,,,"11","N","V","2024-12-01"
"2024-10-02","9","PHOENIX_RN","QPATTE","0.0","19.99","2.1","20.0","4.0","22.5","6.0","25.0",,,,,,,,,,,,,"24102PHXS","N","C","2024-12-01"
"2024-10-02","9","PHOENIX_RN","QTENSK","8.0","20.0","20.0","22.5","23.0","25.0",,,,,,,,,,,,,,,"202405GSE","N","C","2024-12-01"
"2024-10-02","9","PHO_ALL","QMAGE","1.0","16.64",,,,,,,,,,,,,,,,,,,"1019039","N","V","2024-12-01"
"2024-10-02","9","PHO_ALL","QMAGE","1.0","40.0",,,,,,,,,,,,,,,,,,,"1019040","N","V","2024-12-01"
"2024-10-02","9","PHO_ALL","QMAGE","1.0","40.01",,,,,,,,,,,,,,,,,,,"1019041","N","V","2024-12-01"
"2024-10-02","9","PHO_ALL","QMAGE","1.0","60.0",,,,,,,,,,,,,,,,,,,"1019042","N","V","2024-12-01"
"2024-10-02","9","PHO_ALL","QMAGE","1.0","60.01",,,,,,,,,,,,,,,,,,,"1019043","N","V","2024-12-01"
"2024-10-02","9","PLN_ALL","QQDTT","1.0","12.88","1.0","14.16","1.0","15.45",,,,,,,,,,,,,,,"1753-YG-P_OP","N","C","2024-12-01"
"2024-10-02","9","PROSPERO_ALL","QQDTT","1.0","14.67","1.0","16.13","1.0","17.6",,,,,,,,,,,,,,,"1767-YG-P_OP","N","C","2024-12-01"
