"delivery_date","hour_ending","qse","dme","generation_resource_name","multi_hour_block_flag","block_indicator1","price1_rrspfr","price1_rrsffr","price1_rrsufr","price1_ecrs","price1_offec","price1_online_nonspin","price1_regup","price1_regdown","price1_offline_nonspin","quantity_mw1","block_indicator2","price2_rrspfr","price2_rrsffr","price2_rrsufr","price2_ecrs","price2_offec","price2_online_nonspin","price2_regup","price2_regdown","price2_offline_nonspin","quantity_mw2","block_indicator3","price3_rrspfr","price3_rrsffr","price3_rrsufr","price3_ecrs","price3_offec","price3_online_nonspin","price3_regup","price3_regdown","price3_offline_nonspin","quantity_mw3","block_indicator4","price4_rrspfr","price4_rrsffr","price4_rrsufr","price4_ecrs","price4_offec","price4_online_nonspin","price4_regup","price4_regdown","price4_offline_nonspin","quantity_mw4","block_indicator5","price5_rrspfr","price5_rrsffr","price5_rrsufr","price5_ecrs","price5_offec","price5_online_nonspin","price5_regup","price5_regdown","price5_offline_nonspin","quantity_mw5","p_posted_date"
"2024-10-02","13","QLINE3","YRWMIL","MIL_MILLERG3","Y","V",,,,,,"0.49",,,,"144.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLINE3","YRWMIL","MIL_MILLERG4","Y","V",,,,,,,,,"0.45","35.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLUMN","YLUMN","MLSES_UNIT1","N","V","97.3",,,"97.3",,,,,,"7.5","V","105.28",,,"105.28",,,"0.33",,,"7.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLUMN","YLUMN","MLSES_UNIT1","N","V",,,,,,,,"1.49",,"0.7","V",,,,,,,,"1.42",,"2.0","V",,,,,,,,"1.43",,"2.0","V",,,,,,,,"1.43",,"2.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLUMN","YLUMN","MLSES_UNIT2","N","V",,,,,,,,"1.66",,"0.7","V",,,,,,,,"1.59",,"2.0","V",,,,,,,,"1.59",,"2.0","V",,,,,,,,"1.59",,"2.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLUMN","YLUMN","MLSES_UNIT2","N","V","98.24",,,"98.24",,,,,,"7.5","V","107.18",,,"107.18",,,"0.38",,,"7.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLUMN","YLUMN","MLSES_UNIT3","N","V","91.64",,,"91.64",,,,,,"7.5","V","93.97",,,"93.97",,,"0.02",,,"7.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLUMN","YLUMN","MLSES_UNIT3","N","V",,,,,,,,"0.52",,"0.7","V",,,,,,,,"0.5",,"2.0","V",,,,,,,,"0.5",,"2.0","V",,,,,,,,"0.5",,"2.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YHENI1","MNWLE_BESS","N","V",,"0.0",,,,,,,,"3.0","V","0.96","0.0",,"0.86",,,,,,"3.0","V","0.97",,,,,"0.72",,,,"2.4","V","1.99",,,"1.89",,,,,,"1.9",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QENE10","YENELT","MUSTNGCK_BES1","N","V",,,,"0.49",,,,,,"5.4","V","0.49",,,,,,,,,"65.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YHENI1","MV_VALV4_BESS","N","V",,"0.0",,,,,,,,"4.0","V","0.96",,,"0.86",,,,,,"4.9","V","0.97",,,,,"0.72",,,,"2.5","V","19.99",,,,,,,,,"4.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YKEYCA","NCO_ESS1","N","V","1.0",,,"1.0",,"1.0",,,,"12.5","V","1.01",,,"1.01",,,,,,"25.0","V","1.02",,,,,,,,,"3.5",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","NF_BRP_BES1","N","V",,"0.0",,,,,,,,"60.3","V","0.79","0.69",,"0.98",,,"1.59",,,"25.1","V","1.29","1.19",,"1.49",,,"2.54",,,"25.1","V","1.98","1.88",,,,,"3.81",,,"20.1","V","4.98","4.88",,,,,"4.98",,,"20.1","2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","NF_BRP_BES1","N","V",,,,,,,,"0.79",,"20.1","V",,,,,,,,"2.03",,"20.1","V",,,,,,,,"3.05",,"20.1",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNGREN","YBTNOB","NOBLESLR_BESS1","N","V","5000.0",,,"5000.0",,,"5000.0",,,"0.1","V","5000.0",,,"5000.0",,,"5000.0",,,"0.2","V","5000.0",,,"5000.0",,,"5000.0",,,"0.3","V","0.0",,,"5000.0",,,"5000.0",,,"25.0","V","5000.0",,,"0.0",,,"5000.0",,,"31.0","2024-12-01"
"2024-10-02","13","QNGREN","YBTNOB","NOBLESLR_BESS2","N","V","5000.0",,,"5000.0",,,"5000.0",,,"0.1","V","5000.0",,,"5000.0",,,"5000.0",,,"0.2","V","5000.0",,,"5000.0",,,"5000.0",,,"0.3","V","0.0",,,"5000.0",,,"5000.0",,,"25.0","V","5000.0",,,"0.0",,,"5000.0",,,"31.0","2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","ODESW_UNIT1","N","V",,,,,,,,"0.79",,"2.0","V",,,,,,,,"2.03",,"2.0","V",,,,,,,,"3.05",,"2.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","ODESW_UNIT1","N","V",,"0.0",,,,,,,,"5.9","V","0.79","0.69",,"0.98",,,"1.59",,,"2.5","V","1.29","1.19",,"1.49",,,"2.54",,,"2.5","V","1.98","1.88",,,,,"3.81",,,"2.0","V","4.98","4.88",,,,,"4.98",,,"2.0","2024-12-01"
"2024-10-02","13","QGAR","YGARLN","OLINGR_OLING_2","N","V",,,,"15.0",,,,,,"10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGAR","YGARLN","OLINGR_OLING_3","N","V",,,,"20.0",,,,,,"10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGAR","YGARLN","OLINGR_OLING_4","N","V",,,,,,,,,"0.01","78.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YHENI1","OLNEYTN_BESS","N","V",,"0.0",,,,,,,,"3.0","V","0.96","0.0",,"0.86",,,,,,"3.0","V","0.97",,,,,"0.72",,,,"2.4","V","1.99",,,"1.89",,,,,,"1.9",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YHENI1","PAULN_BESS","N","V",,"0.0",,,,,,,,"3.0","V","0.96","0.0",,"0.86",,,,,,"3.0","V","0.97",,,,,"0.72",,,,"2.4","V","1.99",,,"1.89",,,,,,"1.9",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","PAVO_ESS_BESS1","N","V",,,,,,,,"0.79",,"17.2","V",,,,,,,,"2.03",,"17.2","V",,,,,,,,"3.05",,"17.2",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","PAVO_ESS_BESS1","N","V","0.49",,,"0.49",,,,,,"21.4","V","0.79",,,,,,"1.59",,,"8.6","V","1.29",,,"1.29",,,"2.54",,,"21.4","V","1.98",,,,,,"3.81",,,"12.9","V","4.98",,,,,,"4.98",,,"12.9","2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","PAVO_ESS_BESS2","N","V","0.49",,,"0.49",,,,,,"21.0","V","0.79",,,,,,"1.59",,,"8.4","V","1.29",,,"1.29",,,"2.54",,,"21.0","V","1.98",,,,,,"3.81",,,"12.6","V","4.98",,,,,,"4.98",,,"12.6","2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","PAVO_ESS_BESS2","N","V",,,,,,,,"0.79",,"16.8","V",,,,,,,,"2.03",,"16.8","V",,,,,,,,"3.05",,"16.8",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QLUMN","YLUMN","PB2SES_CT4","N","V",,,,,,,,,"19.75","1.8","V",,,,,,,,,"1.64","2.4","V",,,,,,,,,"1.61","2.4","V",,,,,,,,,"0.01","55.4",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","PRO_UNIT1","N","V",,,,,"0.01",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","PRO_UNIT2","N","V",,,,,"0.02",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","PRO_UNIT3","N","V",,,,,"0.03",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","PRO_UNIT4","N","V",,,,,"0.04",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","PRO_UNIT6","N","V",,,,,,,,,"0.06","48.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","PRO_UNIT7","N","V",,,,,"0.07",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSTEC3","YKEYC2","PRTLAVS_BESS1","N","V","0.01",,,,,,,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QECNR","YEONCR","PYR_ESS","N","V",,,,,,,"0.0",,,"4.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QECNR","YEONCR","PYR_ESS2A","N","V","0.0",,,,,,,,,"10.1","V","999.99",,,,,,,,,"10.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QECNR","YEONCR","PYR_ESS2B","N","V","0.0",,,,,,,,,"9.1","V","999.99",,,,,,,,,"9.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN23","YWATTB","RAB_UNIT3","N","V",,,,,"0.03",,,,,"50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN23","YWATTB","RAB_UNIT4","N","V",,,,,"0.04",,,,,"50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN23","YWATTB","RAB_UNIT5","N","V",,,,,"0.05",,,,,"50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN23","YWATTB","RAB_UNIT6","N","V",,,,,,,,,"0.06","50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN23","YWATTB","RAB_UNIT8","N","V",,,,,,,,,"0.08","50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSTEC","YSTECR","RAYBURN_CC1_2","N","V",,,,,,,,"50.0",,"2.0","V",,,,,,,,"55.0",,"2.0","V",,,,,,,,"60.0",,"1.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSTEC","YSTECR","RAYBURN_CC1_2","N","V","26.0",,,"26.0",,,,,,"17.0","V",,,,"27.0",,"27.0","27.0",,,"14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN24","YSMTTX","RIO_GRAN_BESS","N","V","0.5",,,,,,,,,"5.0","V",,,,"1.0",,,,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QENEL9","YENELT","ROSELAND_BESS1","N","V","0.49",,,,,,,,,"50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YKEYCA","RPUBRDS_ESS1","N","V","1.0",,,"1.0",,"1.0",,,,"12.5","V","1.01",,,"1.01",,,,,,"25.0","V","1.02",,,,,,,,,"2.5",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE51","YPLUSP","RRANCHES_UNIT1","N","V","1.5",,,"1.5",,"1.5","5000.0",,,"21.8","V","0.75",,,"0.75",,"0.75","5000.0",,,"36.2","V","1.0",,,"1.0",,"1.0","5000.0",,,"29.0","V","0.5",,,"0.5",,"0.5","5000.0",,,"58.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE51","YPLUSP","RRANCHES_UNIT2","N","V","0.53",,,"0.53",,"0.51","5000.0",,,"58.0","V","1.58",,,"1.58",,"1.53","5000.0",,,"21.8","V","1.05",,,"1.05",,"1.02","5000.0",,,"29.0","V","0.79",,,"0.79",,"0.77","5000.0",,,"36.2",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YBEEPR","RTLSNAKE_BESS","N","V",,"0.0",,,,,,,,"4.0","V","0.96",,,"0.86",,,,,,"4.9","V","0.97",,,,,"0.72",,,,"2.5","V","19.99",,,,,,,,,"4.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YKEYCA","RVRVLYS_ESS1","N","V","1.0",,,"1.0",,"1.0",,,,"29.0","V","1.01",,,"1.01",,"4999.99",,,,"15.0","V",,,,,,,"4999.99",,,"0.1",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YKEYCA","RVRVLYS_ESS2","N","V","1.0",,,"1.0",,"1.0",,,,"29.0","V","1.01",,,"1.01",,,,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YHENI2","SADLBACK_BESS","N","V",,"0.0",,,,,,,,"4.0","V","0.96",,,"0.86",,,,,,"4.9","V","0.97",,,,,"0.72",,,,"2.5","V","19.99",,,,,,,,,"4.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YBEEPR","SBEAN_BESS","N","V",,"0.0",,,,,,,,"4.0","V","0.96",,,"0.86",,,,,,"4.9","V","0.97",,,,,"0.72",,,,"2.5","V","19.99",,,,,,,,,"4.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN22","YSTGAL","SGAL_BES_BESS1","N","V","0.6",,,"0.6",,,,,,"12.5","V","0.7",,,"0.7",,,,,,"10.0","V","0.8",,,"0.8",,,,,,"15.0","V","0.9",,,"0.9",,"0.9","0.9",,,"10.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE70","YSUEZ","SHEEPCRK_BESS1","N","V",,,,,,,,"1.5",,"25.6","V",,,,,,,,"2.13",,"25.6","V",,,,,,,,"5.06",,"25.6",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE70","YSUEZ","SHEEPCRK_BESS1","N","V","0.49",,,"0.49",,,,,,"19.2","V","1.5",,,,,,"2.5",,,"32.0","V","2.13",,,,,,"3.13",,,"25.6","V","2.53",,,"1.5",,,"3.53",,,"25.6","V","12.0",,,,,,"13.0",,,"12.8","2024-12-01"
"2024-10-02","13","QTENSK","YSKYGL","SKY1_SKY1A","N","V",,,,,,,,,"12.0","12.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTENSK","YSKYGL","SKY1_SKY1A","N","V",,,,"4.0",,"5.0","4.0",,,"10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTENSK","YSKYGL","SKY1_SKY1A","N","V",,,,,,,,"32.0",,"2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTENSK","YSKYGL","SKY1_SKY1B","N","V",,,,,"1.9",,,,,"8.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YKEYCA","SLCNHLS_ESS1","N","V","1.0",,,"1.0",,"1.0",,,,"12.5","V","1.01",,,"1.01",,,,,,"25.0","V","1.02",,,,,,,,,"6.5",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YKEYCA","SLCNHLS_ESS2","N","V","1.0",,,"1.0",,"1.0",,,,"12.5","V","1.01",,,"1.01",,,,,,"25.0","V","1.02",,,,,,,,,"6.5",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDIS9","YVESIU","SPTX12B_BES1","N","V","0.79",,,,,,,,,"12.0","V",,"0.0",,,,,,,,"25.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGEUS","YGEUS","STEAM_ENGINE_2","N","V",,,,,,,,,"0.01","8.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGEUS","YGEUS","STEAM_ENGINE_2","N","V","35.0",,,"5.0",,"4.0","15.0",,,"3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGEUS","YGEUS","STEAM_ENGINE_3","N","V",,,,,,,,"55.0",,"3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGEUS","YGEUS","STEAM_ENGINE_3","N","V",,,,,"2.0",,,,"0.01","8.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGEUS","YGEUS","STEAM_ENGINE_3","N","V","35.0",,,"5.0",,"4.0","15.0",,,"3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGEUS","YGEUS","STEAM_STEAM_2","N","V",,,,"20.0",,"15.0",,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QGEUS","YGEUS","STEAM_STEAM_3","N","V",,,,"20.0",,"15.0",,,,"10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE38","YSUE38","SUNVASLR_BESS1","N","V","0.49",,,"0.49",,,,,,"7.6","V","1.5",,,,,,"2.5",,,"12.8","V","2.13",,,,,,"3.13",,,"10.2","V","2.53",,,"1.5",,,"3.53",,,"10.2","V","12.0",,,,,,"13.0",,,"5.1","2024-12-01"
"2024-10-02","13","QSUE38","YSUE38","SUNVASLR_BESS1","N","V",,,,,,,,"1.5",,"10.2","V",,,,,,,,"2.13",,"10.2","V",,,,,,,,"5.06",,"10.2",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","SWEENY_UNIT1","N","V",,"0.0",,,,,,,,"3.0","V","0.79","0.69",,"0.98",,,"1.59",,,"1.2","V","1.29","1.19",,"1.49",,,"2.54",,,"1.2","V","1.98","1.88",,,,,"3.81",,,"1.0","V","4.98","4.88",,,,,"4.98",,,"1.0","2024-12-01"
"2024-10-02","13","QSUE74","YSUEZ","SWEENY_UNIT1","N","V",,,,,,,,"0.79",,"1.0","V",,,,,,,,"2.03",,"1.0","V",,,,,,,,"3.05",,"1.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN22","YSWOO2","SWOOSEII_BESS1","N","V","0.6",,,"0.6",,,,,,"25.0","V","0.7",,,"0.7",,,,,,"20.0","V","0.8",,,"0.8",,,,,,"30.0","V","0.9",,,"0.9",,"0.9","0.9",,,"20.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN26","YSWTWA","SWTWR_UNIT1","N","V",,,,"1.0",,,,,,"3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN24","YSMTTX","S_SNROSA_BESS","N","V","0.5",,,,,,,,,"5.0","V",,,,"1.0",,,,,,"5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTEN29","YCRAN2","TBWF_ESS_BES1","N","V",,,,"2.0",,,,,,"75.0","V",,,,,,"1.5",,,,"25.0","V",,,,,,"3.25",,,,"25.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YWHARG","TGS_GT01","N","V",,,,,,,,,"1.48","66.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","THW_CC2_6","N","V",,,,,,,,,"3.69","199.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","THW_THWGT51","N","V",,,,,,,,,"2.44","57.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","THW_THWGT52","N","V",,,,,,,,,"2.69","52.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","THW_THWGT53","N","V",,,,,,,,,"2.94","50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","THW_THWGT55","N","V",,,,,,,,,"3.09","54.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","THW_THWGT56","N","V",,,,,,,,,"3.34","52.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT1","N","V",,,,,"0.01",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT2","N","V",,,,,"0.02",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT3","N","V",,,,,"0.03",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT4","N","V",,,,,"0.04",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT5","N","V",,,,,,,,,"0.05","48.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT6","N","V",,,,,"0.06",,,,,"51.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT7","N","V",,,,,,,,,"0.07","48.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT8","N","V",,,,,,,,,"0.08","48.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QEDF21","YWATTB","TOPAZ_UNIT9","N","V",,,,,,,,,"0.09","48.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QBEEP1","YHENI2","TOYAH_BESS","N","V",,"0.0",,,,,,,,"4.0","V","0.96",,,"0.86",,,,,,"4.9","V","0.97",,,,,"0.72",,,,"2.5","V","19.99",,,,,,,,,"4.0",,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QHABIT","YBTCUN","TURQBESS_BESS1","N","V","0.99",,,"0.99",,,,,,"96.0","V","2.97",,,,,,"0.99",,,"54.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QCALP","YCALP","TXCTY_CC1_8","N","V",,,,,,"4.0",,,,"25.0","V",,,,,,"3.0",,,,"10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTENSK","YVICTO","VICTPORT_CTG01","N","V",,,,,"1.95",,,,,"42.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QTENSK","YVICTO","VICTPORT_CTG02","N","V",,,,,"1.94",,,,,"42.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YVICT2","VICTPRT2_UNIT1","N","V",,,,,,"0.01",,,,"44.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QSHEL2","YVICT2","VICTPRT2_UNIT2","N","V",,,,,,"0.01",,,,"43.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QENEL8","YENELT","VORTEX_BESS1","N","V","0.49",,,,,,,,,"121.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","WAP_WAP_G4","N","V",,,,,,,"3.7",,,"29.0","V","4.35",,,,,,,,,"36.0","V",,,,"4.03",,,,,,"50.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","WAP_WAP_G5","N","V",,,,,,,,"25.0",,"25.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
"2024-10-02","13","QNRGTX","YNRGTX","WAP_WAP_G5","N","V",,,,,,,"1.7",,,"12.0","V","2.35",,,,,,,,,"6.0","V",,,,"2.03",,,,,,"30.0",,,,,,,,,,,,,,,,,,,,,,,"2024-12-01"
